Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,monthly_payment,debt_to_savings_ratio,description,target
34,male,2,own,little,moderate,2415,7,radio/TV,345.0,1207.5,"Skilled homeowner seeking a moderate loan with a very short repayment term, resulting in a high monthly payment. Limited savings and high debt-to-savings ratio are concerns.",good risk
63,male,2,own,little,little,6836,60,business,113.93333333333334,3418.0,"Older skilled homeowner seeking a very large, extremely long-term business loan. Extremely high debt-to-savings ratio and limited liquidity, combined with business risk, pose significant concerns.",bad risk
36,male,2,own,rich,moderate,1913,18,business,106.27777777777777,478.25,"Skilled homeowner with substantial savings, requesting a moderate business loan. Excellent liquidity and a reasonable debt-to-savings ratio indicate a strong and reliable profile.",good risk
27,male,2,own,little,little,4020,24,furniture/equipment,167.5,2010.0,Young skilled homeowner seeking a substantial loan with limited liquid assets. High debt-to-savings ratio and the credit amount pose significant repayment concerns.,bad risk
30,male,2,own,moderate,moderate,5866,18,car,325.8888888888889,1955.3333333333333,"Young skilled homeowner with moderate liquidity, requesting a substantial car loan over a short term, resulting in a very high monthly payment. The high debt-to-savings ratio is a concern.",bad risk
57,male,1,rent,no info,no info,1264,12,business,105.33333333333333,1264.0,"Older applicant with an unskilled job, renting, and no reported savings or checking accounts. The business loan, combined with extreme liquidity issues and high DSR, poses significant risk.",bad risk
33,female,3,own,little,rich,1474,12,furniture/equipment,122.83333333333333,737.0,"Highly qualified homeowner with substantial checking account funds, requesting a small, short-term loan. Strong income potential and liquidity indicate a very reliable credit profile.",good risk
25,male,1,own,little,moderate,4746,45,radio/TV,105.46666666666667,2373.0,"Young homeowner with an unskilled job seeking a high-value, very long-term loan. Limited liquidity and an extremely high debt-to-savings ratio indicate significant repayment risk.",bad risk
31,male,2,free,little,no info,6110,48,education,127.29166666666667,3055.0,"Skilled employee with free housing seeking a very large, long-term education loan. Minimal liquid assets and a very high debt-to-savings ratio pose significant repayment risk.",bad risk
37,male,2,own,little,rich,2100,18,radio/TV,116.66666666666667,1050.0,"Skilled homeowner with substantial checking account funds, requesting a moderate loan. Strong liquidity and stable employment indicate a reliable credit profile.",good risk
37,male,2,own,little,rich,1225,10,domestic appliances,122.5,612.5,"Skilled homeowner with substantial checking account funds, seeking a small, short-term loan. Strong liquidity and stable employment indicate a very low-risk profile.",good risk
24,male,2,own,little,moderate,458,9,radio/TV,50.888888888888886,229.0,"Young skilled homeowner seeking a minimal, short-term loan. While savings are limited, the extremely low credit amount makes this a highly manageable risk.",good risk
30,male,3,own,quite rich,no info,2333,30,radio/TV,77.76666666666667,2333.0,"Highly qualified homeowner with substantial savings, seeking a moderate, long-term loan. Robust financial resources indicate a very strong and reliable credit profile.",good risk
26,male,2,own,quite rich,moderate,1158,12,radio/TV,96.5,1158.0,"Young skilled homeowner with substantial savings and moderate checking, seeking a small, short-term loan. Excellent liquidity makes this a very low-risk profile.",good risk
44,male,1,own,little,moderate,6204,18,repairs,344.6666666666667,3102.0,"Homeowner with an unskilled job and limited savings, seeking a very large loan for repairs with a high monthly payment. Extreme debt-to-savings ratio poses significant default risk.",bad risk
24,male,2,rent,moderate,little,6187,30,car,206.23333333333332,2062.3333333333335,"Very young skilled employee, renting, requesting a substantial, long-term car loan. Moderate savings are stretched thin by the high debt-to-savings ratio, indicating elevated risk.",bad risk
58,female,1,free,little,little,6143,48,car,127.97916666666667,3071.5,"Older applicant with an unskilled job and free housing, seeking a very large, long-term car loan. Extremely high debt-to-savings ratio and minimal liquidity pose severe risk.",bad risk
35,female,3,own,little,no info,1393,11,car,126.63636363636364,696.5,"Highly qualified homeowner seeking a small, short-term car loan. Despite limited liquid assets, strong income potential mitigates the debt-to-savings ratio and overall risk.",good risk
39,male,2,own,quite rich,no info,2299,36,radio/TV,63.861111111111114,2299.0,"Skilled homeowner with substantial savings, seeking a moderate, long-term loan. Robust financial resources indicate a very strong and reliable credit profile.",good risk
23,female,0,rent,quite rich,little,1352,6,car,225.33333333333334,1352.0,"Very young, unemployed applicant seeking a small, very short-term loan. Substantial savings are the only mitigant against very high risk factors including unemployment.",bad risk
39,male,1,own,little,no info,7228,11,car,657.0909090909091,3614.0,"Homeowner with an unskilled job and no reported liquid assets, seeking a very large car loan with an extremely high monthly payment. Severe repayment risk due to income and liquidity.",bad risk
28,female,2,own,moderate,no info,2073,12,radio/TV,172.75,691.0,"Young skilled homeowner with moderate savings seeking a moderate, short-term loan. Despite 'no info' checking, the savings and stable profile indicate manageable risk.",good risk
29,male,1,own,no info,moderate,2333,24,furniture/equipment,97.20833333333333,2333.0,Young homeowner with an unskilled job and no reported savings. A moderate loan duration combined with high debt-to-savings ratio poses significant repayment risk.,bad risk
30,male,3,own,little,moderate,5965,27,car,220.92592592592592,2982.5,"Highly qualified homeowner seeking a substantial, long-term car loan. While savings are limited, strong income potential likely mitigates the high debt-to-savings ratio.",good risk
25,male,2,own,little,no info,1262,12,radio/TV,105.16666666666667,631.0,"Young skilled homeowner seeking a small, short-term loan. Despite limited liquid assets, the low credit amount and stable profile suggest manageable risk.",good risk
31,male,2,own,no info,no info,3378,18,car,187.66666666666666,3378.0,Skilled homeowner seeking a moderate car loan but with no reported savings or checking accounts. This severe lack of financial buffer and high DSR poses significant risk.,bad risk
57,male,2,free,little,moderate,2225,36,car,61.80555555555556,1112.5,"Older skilled employee with free housing, requesting a moderate, long-term car loan. Limited savings and high debt-to-savings ratio are concerns, but the stable profile suggests manageable risk.",good risk
26,male,1,own,no info,no info,783,6,car,130.5,783.0,"Young homeowner with an unskilled job and no reported liquid assets, seeking a very small, short-term loan. Despite multiple red flags, the minimal amount mitigates default risk.",good risk
52,male,3,own,no info,moderate,6468,12,radio/TV,539.0,6468.0,"Highly qualified homeowner seeking a very large loan over a short term, leading to an extremely high monthly payment. No reported savings and high debt-to-savings are concerns, relying heavily on income.",bad risk
31,female,2,own,little,no info,9566,36,radio/TV,265.72222222222223,4783.0,"Skilled homeowner seeking an extremely large, long-term loan. Very limited liquid assets and an extremely high debt-to-savings ratio indicate severe repayment risk.",bad risk
23,female,3,own,little,rich,1961,18,car,108.94444444444444,980.5,"Very young, highly qualified homeowner with substantial checking account funds, seeking a moderate car loan. Strong income potential and liquidity indicate a reliable profile.",good risk
23,female,1,rent,little,little,6229,36,furniture/equipment,173.02777777777777,3114.5,"Very young applicant with an unskilled job, renting, seeking a very large, long-term loan. Extremely high debt-to-savings ratio and minimal liquidity pose severe repayment risk.",bad risk
27,male,2,own,little,moderate,1391,9,business,154.55555555555554,695.5,"Young skilled homeowner seeking a small, short-term business loan. Despite limited savings, the low credit amount and stable profile suggest manageable risk.",good risk
50,male,2,own,no info,moderate,1537,15,radio/TV,102.46666666666667,1537.0,"Mature skilled homeowner seeking a small loan but with no reported savings. While checking is moderate, the lack of a savings buffer and high debt-to-savings ratio poses elevated risk.",bad risk
61,male,3,free,little,moderate,1953,36,business,54.25,976.5,"Highly qualified older applicant with free housing, seeking a moderate, long-term business loan. Strong income potential likely mitigates limited savings and high debt-to-savings ratio.",good risk
25,male,2,own,little,moderate,14421,48,business,300.4375,7210.5,"Young skilled homeowner seeking an extremely large, long-term business loan. Limited liquidity and an astronomical debt-to-savings ratio create severe, almost unmanageable, repayment risk.",bad risk
26,female,2,own,little,no info,3181,24,radio/TV,132.54166666666666,1590.5,Young skilled homeowner seeking a moderate loan but with very limited liquid assets. High debt-to-savings ratio suggests elevated repayment risk.,bad risk
48,male,2,own,no info,no info,5190,27,repairs,192.22222222222223,5190.0,Skilled homeowner seeking a substantial loan but with no reported savings or checking accounts. This severe lack of financial buffer and extreme DSR poses significant risk.,bad risk
29,female,2,own,little,no info,2171,12,radio/TV,180.91666666666666,1085.5,Young skilled homeowner seeking a moderate loan but with very limited liquid assets. High debt-to-savings ratio suggests elevated repayment risk.,bad risk
22,male,2,own,rich,moderate,1007,12,car,83.91666666666667,251.75,"Very young skilled homeowner with substantial savings and moderate checking, seeking a small, short-term car loan. Excellent liquidity makes this a very low-risk profile.",good risk
37,male,2,free,little,no info,1819,36,education,50.52777777777778,909.5,"Skilled employee with free housing, seeking a moderate, long-term education loan. Limited liquid assets and a high debt-to-savings ratio indicate elevated repayment risk.",bad risk
25,female,2,own,no info,no info,2394,36,radio/TV,66.5,2394.0,"Young skilled homeowner seeking a moderate, long-term loan but with no reported savings or checking accounts. This severe lack of financial buffer and high DSR poses significant risk.",bad risk
30,female,2,own,little,no info,8133,36,car,225.91666666666666,4066.5,"Young homeowner with Job 2. High car loan, low savings & no checking info. Very high debt-to-savings ratio indicates significant liquidity risk.",bad risk
46,male,1,rent,no info,no info,730,7,radio/TV,104.28571428571429,730.0,"Middle-aged renter with Job 1. No account info. Very small, short-term consumer loan. Low debt load effectively mitigates risk.",good risk
51,male,3,free,little,little,1164,8,vacation/others,145.5,582.0,"Mature, stable job & free housing. Small, short-term vacation loan. While liquidity is low, credit amount is very manageable.",good risk
41,female,1,own,little,moderate,5954,42,business,141.76190476190476,2977.0,"Middle-aged homeowner, Job 1. Large, long-term business loan. Low savings, moderate checking, but high debt-to-savings ratio poses significant risk.",bad risk
40,male,3,own,no info,little,1977,36,education,54.916666666666664,1977.0,"Stable homeowner with Job 3. Moderate, long-term education loan. No savings info and low checking suggest high debt-to-savings ratio and liquidity issues.",bad risk
66,male,3,free,little,little,1526,12,car,127.16666666666667,763.0,"Older client with stable job/free housing. Moderate, short-term car loan. Manageable credit amount despite low liquidity makes this a good risk.",good risk
34,male,2,own,little,little,3965,42,radio/TV,94.4047619047619,1982.5,"Homeowner with Job 2. Moderate, long-term consumer loan. Low savings & checking combined with high debt-to-savings ratio indicate elevated risk.",bad risk
51,male,2,own,little,moderate,4771,11,radio/TV,433.72727272727275,2385.5,"Homeowner with Job 2. High credit, very short-term consumer loan with very high monthly payment. Low savings & high debt-to-savings ratio pose high risk.",bad risk
39,male,1,own,no info,no info,9436,54,car,174.74074074074073,9436.0,"Homeowner with Job 1. Very large, extremely long-term car loan. No account info, extremely high debt-to-savings ratio indicates severe financial strain.",bad risk
22,male,2,own,little,moderate,3832,30,furniture/equipment,127.73333333333333,1916.0,"Young homeowner with Job 2. Moderate, long-term furniture loan. Low savings & high debt-to-savings ratio for age indicate elevated risk.",bad risk
44,female,2,own,no info,no info,5943,24,radio/TV,247.625,5943.0,"Stable homeowner with Job 2. Large, two-year consumer loan. No account info and very high debt-to-savings ratio indicate significant financial vulnerability.",bad risk
47,male,2,own,quite rich,no info,1213,15,radio/TV,80.86666666666666,1213.0,"Stable homeowner with Job 2 and robust savings. Small, short-term consumer loan. Excellent liquidity fully mitigates any debt-to-savings ratio concerns.",good risk
24,female,1,rent,moderate,no info,1568,18,business,87.11111111111111,522.6666666666666,"Young renter with Job 1. Moderate savings, low debt-to-savings ratio. Manageable business loan despite other risk factors.",good risk
58,female,1,own,little,little,1755,24,vacation/others,73.125,877.5,"Older homeowner with Job 1. Moderate, long-term vacation loan. Low liquidity and non-essential purpose but manageable amount. Borderline good.",good risk
52,male,1,own,little,little,2315,10,radio/TV,231.5,1157.5,"Homeowner with Job 1. Moderate, short-term consumer loan with high monthly payment. Low liquidity makes repayment capacity a high risk concern.",bad risk
29,female,3,own,little,no info,1412,12,business,117.66666666666667,706.0,"Young, stable job & housing. Small, short-term business loan. Low liquidity is offset by manageable credit and strong overall profile.",good risk
27,female,2,own,little,moderate,1295,18,furniture/equipment,71.94444444444444,647.5,"Young homeowner with Job 2. Small, manageable furniture loan. Moderate checking and low debt-to-savings ratio indicate good financial standing.",good risk
47,male,2,free,moderate,moderate,12612,36,education,350.3333333333333,4204.0,"Stable client with excellent housing and moderate liquidity. Very large, long-term education loan. Extremely high debt-to-savings ratio is concerning.",bad risk
30,male,3,own,moderate,little,2249,18,car,124.94444444444444,749.6666666666666,"Young, stable job & housing with moderate savings. Moderate, short-term car loan. Healthy debt-to-savings ratio indicates strong financial position.",good risk
28,male,2,own,little,little,1108,12,repairs,92.33333333333333,554.0,"Young homeowner with Job 2. Small, short-term repair loan. Low liquidity is offset by minimal debt and good debt-to-savings ratio.",good risk
56,male,2,own,little,no info,618,12,radio/TV,51.5,309.0,"Older homeowner with Job 2. Very small, short-term consumer loan. Despite low liquidity, minimal debt load presents very low risk.",good risk
54,male,2,own,little,little,1409,12,car,117.41666666666667,704.5,"Middle-aged homeowner with Job 2. Small, short-term car loan. Low liquidity, but manageable credit amount and good debt-to-savings ratio indicate low risk.",good risk
33,female,1,own,no info,no info,797,12,radio/TV,66.41666666666667,797.0,"Homeowner with Job 1. Very small, short-term consumer loan. Lack of account info is offset by minimal credit amount and manageable debt-to-savings ratio.",good risk
20,male,2,rent,no info,rich,3617,24,furniture/equipment,150.70833333333334,3617.0,Very young renter with Job 2. Strong checking account. Moderate furniture loan. High debt-to-savings ratio is offset by significant liquid assets.,good risk
54,male,2,own,rich,moderate,1318,12,car,109.83333333333333,329.5,"Highly stable client with excellent job, homeownership, robust savings/checking. Small, short-term car loan with very low debt-to-savings ratio.",good risk
58,male,2,rent,little,moderate,15945,54,business,295.27777777777777,7972.5,"Older renter with Job 2. Very large, long-term business loan. Low savings, moderate checking, but extremely high debt-to-savings ratio presents significant risk.",bad risk
61,female,2,own,no info,no info,2012,12,education,167.66666666666666,2012.0,"Older homeowner with Job 2. Moderate, short-term education loan. No account info results in a high debt-to-savings ratio, indicating potential liquidity issues.",bad risk
34,male,2,own,moderate,moderate,2622,18,business,145.66666666666666,874.0,"Stable client with Job 2, homeownership, moderate savings/checking. Moderate, short-term business loan with a healthy debt-to-savings ratio.",good risk
36,male,2,own,little,moderate,2337,36,radio/TV,64.91666666666667,1168.5,"Homeowner with Job 2. Moderate, long-term consumer loan. While savings are low, manageable monthly payment and reasonable debt-to-savings ratio mitigate risk.",good risk
36,male,3,rent,no info,moderate,7057,20,car,352.85,7057.0,"Stable job, but renter. High credit for a car with very high monthly payment. No savings info leads to extreme debt-to-savings ratio.",bad risk
41,male,1,rent,moderate,no info,1469,24,car,61.208333333333336,489.6666666666667,"Renter with Job 1. Moderate savings, very low debt-to-savings ratio. Manageable long-term car loan despite Job 1 and renting.",good risk
24,male,2,rent,little,moderate,2323,36,radio/TV,64.52777777777777,1161.5,"Young renter with Job 2. Moderate, long-term consumer loan. Low savings and long duration for non-essential goods elevate risk.",bad risk
24,female,2,own,little,no info,932,6,radio/TV,155.33333333333334,466.0,"Young homeowner with Job 2. Very small, short-term consumer loan. Minimal debt and short duration present very low risk despite low liquidity.",good risk
35,male,2,rent,little,moderate,1919,9,furniture/equipment,213.22222222222223,959.5,"Renter with Job 2. Moderate loan over short term has high monthly payment. Low savings, but short duration and manageable DSR help.",good risk
26,male,2,rent,no info,no info,2445,12,car,203.75,2445.0,"Young renter with Job 2. Moderate car loan, no account info. High debt-to-savings ratio and monthly payment indicate significant liquidity concerns.",bad risk
39,male,3,own,little,moderate,11938,24,vacation/others,497.4166666666667,5969.0,"Stable job/housing. Very large, short-term vacation loan with extremely high monthly payments. Low savings and extreme debt-to-savings ratio pose high risk.",bad risk
39,male,3,own,little,no info,6458,18,car,358.77777777777777,3229.0,"Stable job/housing. Large, short-term car loan with high monthly payment. Low savings and high debt-to-savings ratio indicate significant liquidity stress.",bad risk
32,male,2,own,little,moderate,6078,12,car,506.5,3039.0,Homeowner with Job 2. Large credit for car over short term leads to extremely high monthly payments. Low savings and high DSR pose significant risk.,bad risk
30,female,2,own,no info,little,7721,24,furniture/equipment,321.7083333333333,7721.0,"Young homeowner with Job 2. Very large, short-term consumer loan. No savings info results in extremely high debt-to-savings ratio, severe liquidity issues.",bad risk
35,male,2,own,quite rich,moderate,1410,14,business,100.71428571428571,1410.0,"Stable client with Job 2, homeownership, and robust savings/checking. Small, short-term business loan. Excellent liquidity mitigates any DSR concerns.",good risk
31,male,2,own,moderate,moderate,1449,6,business,241.5,483.0,"Stable client with Job 2, homeownership, and moderate liquidity. Small, very short-term business loan with manageable debt-to-savings ratio.",good risk
23,female,2,rent,little,rich,392,15,education,26.133333333333333,196.0,"Young renter with Job 2 and strong checking account. Very small, low-risk education loan with minimal payments and excellent debt-to-savings ratio.",good risk
28,male,1,rent,little,moderate,6260,18,car,347.77777777777777,3130.0,"Young renter with Job 1. Large, short-term car loan with high monthly payment. Low savings and very high debt-to-savings ratio indicate significant risk.",bad risk
25,female,2,own,little,no info,7855,36,car,218.19444444444446,3927.5,"Young homeowner with Job 2. Very large, long-term car loan. Low savings, no checking info, and very high debt-to-savings ratio pose significant risk.",bad risk
35,male,2,own,quite rich,little,1680,12,radio/TV,140.0,1680.0,"Stable client with Job 2, homeownership, and robust savings. Small, short-term consumer loan. Excellent liquidity significantly mitigates any DSR concerns.",good risk
47,male,2,own,no info,no info,3578,48,radio/TV,74.54166666666667,3578.0,Stable homeowner with Job 2. Moderate loan over very long term for consumer goods. No account info results in very high debt-to-savings ratio.,bad risk
30,female,3,own,no info,little,7174,42,radio/TV,170.8095238095238,7174.0,"Stable job/housing. Very large, long-term consumer loan. No savings info and high DSR indicate severe liquidity issues for a non-essential purchase.",bad risk
27,female,2,rent,no info,little,2132,10,furniture/equipment,213.2,2132.0,"Young renter with Job 2. Moderate, short-term furniture loan with high monthly payment. No savings info results in high debt-to-savings ratio.",bad risk
23,female,2,own,quite rich,little,4281,33,furniture/equipment,129.72727272727272,4281.0,"Young homeowner with Job 2 and robust savings. Moderate, long-term furniture loan. High debt-to-savings ratio is mitigated by excellent liquidity.",good risk
36,male,3,own,quite rich,moderate,2366,12,car,197.16666666666666,2366.0,"Highly stable client with excellent job, homeownership, and robust savings/checking. Moderate, short-term car loan. Excellent liquidity mitigates any DSR concerns.",good risk
25,female,2,own,little,little,1835,21,radio/TV,87.38095238095238,917.5,"Young homeowner with Job 2. Moderate, long-term consumer loan. Low liquidity, but the manageable amount and good debt-to-savings ratio are positive.",good risk
41,female,3,rent,little,no info,3868,24,car,161.16666666666666,1934.0,"Stable job, but renter. Moderate car loan over 2 years. Low savings and no checking info lead to a high debt-to-savings ratio, indicating liquidity risk.",bad risk
24,male,1,rent,little,no info,1768,12,furniture/equipment,147.33333333333334,884.0,"Young renter with Job 1. Moderate, short-term furniture loan. Low liquidity, but manageable debt and good debt-to-savings ratio mitigate concerns.",good risk
63,male,2,free,little,rich,781,10,car,78.1,390.5,"Highly stable client with free housing, Job 2, and robust checking. Very small, short-term car loan with excellent debt-to-savings ratio.",good risk
27,female,2,rent,no info,moderate,1924,18,furniture/equipment,106.88888888888889,1924.0,"Young renter with Job 2. Moderate, long-term furniture loan. No savings info results in a high debt-to-savings ratio, indicating potential liquidity issues.",bad risk
30,male,2,own,little,little,2121,12,car,176.75,1060.5,"Young homeowner with Job 2. Moderate, short-term car loan. Low liquidity, but manageable credit amount and acceptable debt-to-savings ratio indicate good risk.",good risk
40,male,1,own,little,little,701,12,radio/TV,58.416666666666664,350.5,"Homeowner with Job 1. Very small, short-term consumer loan. Low liquidity is offset by minimal debt load and very low debt-to-savings ratio.",good risk
30,male,2,own,little,moderate,639,12,repairs,53.25,319.5,"Young homeowner with Job 2. Very small, short-term repair loan. Moderate checking and very low debt-to-savings ratio indicate excellent financial standing.",good risk
34,male,3,own,little,moderate,1860,12,car,155.0,930.0,"Stable client with Job 3, homeownership. Moderate, short-term car loan. Manageable debt and good debt-to-savings ratio, despite low savings.",good risk
29,female,2,own,little,little,3499,12,car,291.5833333333333,1749.5,"Young homeowner with Job 2. Moderate, short-term car loan with high monthly payment. Low liquidity and high debt-to-savings ratio indicate elevated risk.",bad risk
24,female,2,own,no info,moderate,8487,48,car,176.8125,8487.0,"Young homeowner with Job 2. Very large, very long-term car loan. No savings info results in extremely high debt-to-savings ratio, severe financial vulnerability.",bad risk
29,male,2,own,little,little,6887,36,education,191.30555555555554,3443.5,"Young homeowner with Job 2. Large, long-term education loan. Low savings & checking and a high debt-to-savings ratio indicate significant financial strain.",bad risk
27,male,1,own,little,no info,2708,15,furniture/equipment,180.53333333333333,1354.0,"Young homeowner with Job 1. Moderate, short-term consumer loan. Low liquidity and moderate debt-to-savings ratio indicate elevated risk given Job 1.",bad risk
47,male,2,free,little,no info,1984,18,furniture/equipment,110.22222222222223,992.0,"Stable client with Job 2 and free housing. Moderate, long-term furniture loan. Low liquidity but manageable credit amount and good debt-to-savings ratio.",good risk
21,female,2,own,moderate,no info,10144,60,radio/TV,169.06666666666666,3381.3333333333335,"Very young homeowner with Job 2 and moderate savings. Very large, extremely long-term consumer loan. High debt-to-savings ratio indicates high burden for age.",bad risk
38,female,2,own,no info,no info,1240,12,radio/TV,103.33333333333333,1240.0,"Stable homeowner with Job 2. Small, short-term consumer loan. Lack of account info is a minor concern, but loan is manageable and DSR acceptable.",good risk
27,male,2,own,rich,no info,8613,27,car,319.0,2153.25,Young homeowner with Job 2 and robust savings. Large car loan. High debt-to-savings ratio is fully mitigated by excellent liquidity.,good risk
66,male,1,own,quite rich,moderate,766,12,radio/TV,63.833333333333336,766.0,"Older homeowner with Job 1 and robust liquidity. Very small, short-term consumer loan with low debt burden. Excellent financial standing.",good risk
35,male,2,own,no info,moderate,2728,15,radio/TV,181.86666666666667,2728.0,"Homeowner with Job 2. Moderate, short-term consumer loan with high monthly payment. No savings info results in high debt-to-savings ratio.",bad risk
44,female,1,rent,little,rich,1881,12,radio/TV,156.75,940.5,"Renter with Job 1. Strong checking account. Moderate, short-term consumer loan. Excellent liquidity significantly mitigates other risk factors.",good risk
27,male,0,own,rich,rich,709,6,car,118.16666666666667,177.25,"Young, owns home. Low credit fully covered by rich savings & checking accounts, despite unemployment. Very low debt-to-savings.",good risk
30,female,3,own,little,moderate,4795,36,radio/TV,133.19444444444446,2397.5,"Skilled, owns home. Significant credit for long duration. Has little savings and a very high debt-to-savings ratio.",bad risk
27,male,3,own,little,little,3416,27,radio/TV,126.51851851851852,1708.0,"Skilled, owns home. Moderate credit, long duration. Minimal savings and a high debt-to-savings ratio.",bad risk
22,male,2,own,little,little,2462,18,furniture/equipment,136.77777777777777,1231.0,"Young, skilled, owns home. Moderate credit over 18 months. Low savings/checking, resulting in a high debt-to-savings ratio.",bad risk
23,female,2,own,little,no info,2288,21,furniture/equipment,108.95238095238095,1144.0,"Young, skilled, owns home. Moderate credit, 21-month duration. Minimal savings and no checking info, indicating low liquidity and high debt-to-savings.",bad risk
